Genre: Free Form,From: 2023-08-01,Thru: 2024-03-22
Compiled: 2024-03-22 02:15
Show,Date,Track,Dur,Artist,Album,Released,Label,Composer
Crimes Against Music,2024-01-26,Resolve,4:36,Mediavolo,A Secret Sound,2006,Kalinkaland,""
Crimes Against Music,2024-01-26,The Truth,5:37,"Handsome Boy Modeling School, RÃ³isÃ­n Murphy, J-Live",So...How's Your Girl?,1999,"Tommy Boy Music, LLC",""
Crimes Against Music,2024-01-26,A Good Man,4:40,Catcher,The Fat of a Broken Heart,2022,Catcher,""
Crimes Against Music,2024-01-26,Hymn to the Pillory,4:41,Nothing,Guilty of Everything,2014,Relapse Records,""
Crimes Against Music,2024-01-26,Listeners,4:56,Loons,Loons,1997,Elefant Records,""
Crimes Against Music,2024-01-26,Une introduction inutilement complexe,1:41,Chocolat,Jazz engage,2019,Bravo musique,""
Crimes Against Music,2024-01-26,Do or Die,"",Klark Sound,"You Just Be You, Do or Die","","you guessed it, Klark's house",""
Crimes Against Music,2024-01-26,Julie And Candy,5:30,Boards of Canada,Geogaddi,2002,Warp Records,""
Crimes Against Music,2024-01-26,Gospel For A New Century,"",Yves Tumor,Heaven To A Tortured Mind,2020,Warp Records,""
Crimes Against Music,2024-01-26,In Blur,8:17,Deafheaven,Infinite Granite,2021,Sargent House,""
Crimes Against Music,2024-01-26,Lament for Wasps,"",Deafheaven,Infinite Granite,2021,Sargent House,""
Crimes Against Music,2024-01-26,Villain,"",Deafheaven,Infinite Granite,2021,Sargent House,""
Crimes Against Music,2024-01-26,Why?,"",Mid-Air Thief,Crumbling,2019,Topshelf Records,""
Crimes Against Music,2024-01-26,"","","","","","",""
Word of the Week,2024-01-26,Burning Down the House,"",Talking Heads,Speaking in Tongues (Deluxe Version),"","",""
Word of the Week,2024-01-26,The Edge of Forever,"",The Dream Academy,The Dream Academy,"","",""
Word of the Week,2024-01-26,Making Plans For Nigel,"",XTC,Drums And Wires,"","",""
Word of the Week,2024-01-26,Wishing (If I Had a Photograph of You),"",A Flock Of Seagulls,Playlist: The Very Best of A Flock of Seagulls,"","",""
Word of the Week,2024-01-26,Friday I'm in Love,"",The Cure,Wish,"","",""
Word of the Week,2024-01-26,The Mysteries of Love,"",Alphaville,The Breathtaking Blue,"","",""
Word of the Week,2024-01-26,Jackie Onassis,"",Sammy Rae & The Friends,Jackie Onassis,"","",""
Word of the Week,2024-01-26,More Spell On You,"",Eddie Johns,More Spell On You,"","",""
Word of the Week,2024-01-26,One More Time,"",Daft Punk,Discovery,"","",""
Word of the Week,2024-01-26,Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],"","Daft Punk, Julian Casablancas, The Voidz",Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],"","",""
Word of the Week,2024-01-26,The Adults Are Talking,"",The New Abnormal,The Strokes,"","",""
Word of the Week,2024-01-26,The Eternal Tao 2.0,"",The Voidz,The Eternal Tao 2.0,"","",""
HOOS! GOT! AUX!,2024-01-26,Lost,3:54,Frank Ocean,channel ORANGE,2012,Red Zone Entertainment / IDJ,""
HOOS! GOT! AUX!,2024-01-26,Kids,4:29,Current Joys,Kids,2015,Current Joys,""
HOOS! GOT! AUX!,2024-01-26,Pressure To Party,3:02,Julia Jacklin,Crushing,2019,Polyvinyl Records,""
HOOS! GOT! AUX!,2024-01-26,Yes I'm Changing,4:30,Tame Impala,Currents,2015,Universal Music Australia Pty. Ltd.,""
HOOS! GOT! AUX!,2024-01-26,Seventeen,4:25,Sharon Van Etten,Remind Me Tomorrow,2019,Jagjaguwar,""
HOOS! GOT! AUX!,2024-01-26,Ain't It Fun,4:56,Paramore,Paramore,2013,Fueled By Ramen,""
HOOS! GOT! AUX!,2024-01-26,The Spins,3:15,"Mac Miller, Empire of the Sun",K.I.D.S.,2010,Rostrum Records,""
HOOS! GOT! AUX!,2024-01-26,What Once Was,4:15,Her's,Songs of Her's,2017,Heist Or Hit Records,""
HOOS! GOT! AUX!,2024-01-26,Idle Town,3:57,Conan Gray,Sunset Season,2018,Republic Records,""
HOOS! GOT! AUX!,2024-01-26,my future,3:28,Billie Eilish,my future,2020,Darkroom/Interscope Records,""
HOOS! GOT! AUX!,2024-01-26,Street Lights,3:09,Kanye West,808s & Heartbreak,2008,Roc-A-Fella,""
HOOS! GOT! AUX!,2024-01-26,Where'd All the Time Go?,3:54,Dr. Dog,"Shame, Shame (Deluxe Edition)",2010,Anti/Epitaph,""
HOOS! GOT! AUX!,2024-01-26,In My Life - Remastered 2009,2:26,The Beatles,Rubber Soul (Remastered),1965,EMI Catalogue,""
HOOS! GOT! AUX!,2024-01-26,Waiting Room,4:00,Rex Orange County,Apricot Princess,2017,Rex Orange County,""
HOOS! GOT! AUX!,2024-01-26,Ribs,4:18,Lorde,Pure Heroine (Extended),2013,Universal Music New Zealand Limited,""
HOOS! GOT! AUX!,2024-01-26,Ways to Go,3:35,GROUPLOVE,Spreading Rumours,2013,Canvasback/ATL,""
HOOS! GOT! AUX!,2024-01-26,Pickpocket,3:40,Vanillaroma,Pickpocket,2020,Vanillaroma,""
HOOS! GOT! AUX!,2024-01-26,Watching Him Fade Away,2:23,Mac DeMarco,This Old Dog,2017,Captured Tracks,""
HOOS! GOT! AUX!,2024-01-26,Mariners Apartment Complex,4:07,Lana Del Rey,Norman Fucking Rockwell!,2019,Polydor Records,""
HOOS! GOT! AUX!,2024-01-26,Kids Turned Out Fine,3:03,A$AP Rocky,TESTING,2018,A$AP Worldwide/Polo Grounds Music/RCA Records,""
HOOS! GOT! AUX!,2024-01-26,Motion Sickness,3:49,Phoebe Bridgers,Stranger in the Alps,2017,Dead Oceans,""
HOOS! GOT! AUX!,2024-01-26,Pristine,4:55,Snail Mail,Lush,2018,Matador,""
HOOS! GOT! AUX!,2024-01-26,Girls,4:14,The 1975,The 1975,2013,Polydor Records,""
HOOS! GOT! AUX!,2024-01-26,20 Something,3:18,SZA,Ctrl,2017,Top Dawg Entertainment/RCA Records,""
HOOS! GOT! AUX!,2024-01-26,When You Were Mine,3:45,Prince,Dirty Mind,1980,Rhino/Warner Records,""
HOOS! GOT! AUX!,2024-01-26,I Wonder If I Take You Home (with Full Force),6:44,"Lisa Lisa & Cult Jam, Full Force",Club Columbia,1990,Columbia,""
HOOS! GOT! AUX!,2024-01-26,Don't Mess With My Man (feat. Brian Casey & Brandon Casey),3:33,"Nivea, Brian Casey, Brandon Casey",Nivea,2002,Jive,""
HOOS! GOT! AUX!,2024-01-26,I Wish You Love,2:24,Sam Cooke,Mr. Soul,1963,RCA/Legacy,""
HOOS! GOT! AUX!,2024-01-26,SUGAR (Remix) [feat. Dua Lipa],3:42,"BROCKHAMPTON, Dua Lipa",SUGAR (Remix) [feat. Dua Lipa],2020,Question Everything/RCA Records,""
HOOS! GOT! AUX!,2024-01-26,Falling Behind,2:53,Laufey,Everything I Know About Love,2022,Laufey,""
HOOS! GOT! AUX!,2024-01-26,Vienna,3:34,Billy Joel,The Stranger (Legacy Edition),1977,Columbia/Legacy,""
HOOS! GOT! AUX!,2024-01-26,Same Drugs,4:17,Chance the Rapper,Coloring Book,2016,Chance the Rapper,""
critical darling,2024-01-27,Your Side of Town,3:07,The Killers,Your Side of Town,2023,The Killers - 2020 P&D/ Island,""
critical darling,2024-01-27,Heads Will Roll,3:41,Yeah Yeah Yeahs,It's Blitz!,2009,Interscope,""
critical darling,2024-01-27,Caesar on a TV Screen,3:49,The Last Dinner Party,Caesar on a TV Screen,2024,Universal-Island Records Ltd.,""
critical darling,2024-01-27,Sparks,3:47,The DÃ¸,Shake Shook Shaken,2014,Wagram Music / Cinq 7,""
critical darling,2024-01-27,Saved By A Waif,2:59,Alvvays,Antisocialites,2017,Polyvinyl Records,""
critical darling,2024-01-27,There Is a Light That Never Goes Out - 2011 Remaster,4:04,The Smiths,The Queen Is Dead,1986,WM UK,""
critical darling,2024-01-27,I Me Mine - Remastered 2009,2:25,The Beatles,Let It Be (Remastered),1970,EMI Catalogue,""
critical darling,2024-01-27,UFOF,3:08,Big Thief,U.F.O.F.,2019,4AD,""
critical darling,2024-01-27,One More Time with Feeling,3:57,Regina Spektor,Far,2009,Sire,""
critical darling,2024-01-27,Sunny Came Home,4:24,Shawn Colvin,A FEW SMALL REPAIRS,1996,Columbia,""
critical darling,2024-01-27,Challenger Deep,3:54,Daneshevskaya,Long Is The Tunnel,2023,Winspear,""
critical darling,2024-01-27,Cherry Blossom,2:58,ALA.NI,You & I,2017,Missing Piece Records,""
critical darling,2024-01-27,Freedom Hangs Like Heaven,4:00,Iron & Wine,Woman King,2005,Sub Pop Records,""
critical darling,2024-01-27,Never One Thing,4:09,May Erlewine,Mother Lion,2017,Earthwork Music,""
critical darling,2024-01-27,No Shortcuts,4:01,Heather Maloney & Darlingside,Woodstock,2014,Signature Sounds Recordings,""
Deep Cuts 'n Donuts,2024-01-27,"Betcha By Golly, Wow",3:48,The Stylistics,The Stylistics - The Original Debut Album,1973,AVCO Records Corp.,""
Deep Cuts 'n Donuts,2024-01-27,When Will I See You Again,2:58,The Three Degrees,The Three Degrees,1973,Legacy Recordings,""
Deep Cuts 'n Donuts,2024-01-27,The Love I Lost (feat. Teddy Pendergrass),6:24,"Harold Melvin & The Blue Notes, Teddy Pendergrass",Black & Blue (Expanded Edition) (feat. Teddy Pendergrass),1973,Epic/Legacy,""
Deep Cuts 'n Donuts,2024-01-27,Fascination - 2016 Remaster,5:48,David Bowie,Young Americans (2016 Remaster),1975,Parlophone UK,""
Deep Cuts 'n Donuts,2024-01-27,"Don't Let It Go to Your Head - 12"" Version",4:51,Jean Carn,Happy To Be With You,1978,Legacy Recordings,""
Deep Cuts 'n Donuts,2024-01-27,Expressway (To Your Heart) - Single Version - 2019 Remaster,2:18,The Soul Survivors,When the Whistle Blows Anything Goes,1967,Oldies.com,""
Deep Cuts 'n Donuts,2024-01-27,Close the Door,5:25,Teddy Pendergrass,Life Is A Song Worth Singing (Expanded Edition),1978,Philadelphia International Recor,""
Deep Cuts 'n Donuts,2024-01-27,La-La Means I Love You,3:20,The Delfonics,La La Means I Love You,1968,Buddha Records,""
Deep Cuts 'n Donuts,2024-01-27,Just Don't Want to Be Lonely,7:12,Blue Magic,Blue Magic,1974,Rhino Atlantic,""
Deep Cuts 'n Donuts,2024-01-27,Sara Smile,3:05,Daryl Hall & John Oates,Daryl Hall & John Oates (The Silver Album),1975,Buddha Records,""
Deep Cuts 'n Donuts,2024-01-27,Leave The Door Open,4:02,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,2021,Aftermath Entertainment/Atlantic,""
Deep Cuts 'n Donuts,2024-01-27,Dirty Love,2:44,Mt. Joy,Mt. Joy,2018,"Dualtone Music Group, Inc.",""
Deep Cuts 'n Donuts,2024-01-27,Your Loves Wh*re,4:57,Wolf Alice,My Love Is Cool,2015,Dirty Hit/RCA Records,""
Deep Cuts 'n Donuts,2024-01-27,Call Me Wild,3:04,"Cory Wong, dodie",Call Me Wild,2023,"Roundwound Media, LLC.",""
Deep Cuts 'n Donuts,2024-01-27,Naked In Manhattan,3:31,Chappell Roan,Naked In Manhattan,2022,Chappell Roan PS/ Island,""
Deep Cuts 'n Donuts,2024-01-27,Kiss Ur Face Forever,2:46,Orla Gartland,Kiss Ur Face Forever,2023,New Friends,""
Deep Cuts 'n Donuts,2024-01-27,F.O.M.O.,4:46,Your Neighbors,F.O.M.O.,2018,Your Neighbors,""
Deep Cuts 'n Donuts,2024-01-27,Left Me Like Summer,4:45,Daily J,Venus Ate Mars,2020,Daily J,""
Deep Cuts 'n Donuts,2024-01-27,Switch,2:09,Hall Johnson,Strangers,2022,Hall Johnson,""
Deep Cuts 'n Donuts,2024-01-27,kisses,3:57,Slowdive,kisses,2023,Dead Oceans,""
Deep Cuts 'n Donuts,2024-01-27,Before It's Too Late,2:31,Bird and Byron,Before It's Too Late,2022,Valleywood Records,""
Deep Cuts 'n Donuts,2024-01-27,Swim and Sleep (Like a Shark),2:45,Unknown Mortal Orchestra,II,2013,Jagjaguwar,""
Deep Cuts 'n Donuts,2024-01-27,Sun,3:58,Cannibal Kids,Bloom,2017,Shaemax Records,""
Deep Cuts 'n Donuts,2024-01-27,Sunset Canyon,4:20,"Foxwarren, Andy Shauf, Darryl Kissick",Foxwarren,2018,Anti/Epitaph,""
Deep Cuts 'n Donuts,2024-01-27,Flook,1:27,Hector Gachan,Untitled '91,2017,Nice Guys,""
Deep Cuts 'n Donuts,2024-01-27,fever dream,1:56,Current Blue,fever dream,2022,Current Blue,""
Deep Cuts 'n Donuts,2024-01-27,Shine,2:10,Ashes To Amber,Shine,2023,"Ashes To Amber, under exclusive ",""
Deep Cuts 'n Donuts,2024-01-27,"I love my girl, she's my boy",3:33,BETWEEN FRIENDS,"I Love My Girl, She's My Boy",2023,10K Projects,""
Kitchen Morning Melodies,2024-01-28,A Love International,4:15,Khruangbin,A Love International,2024,Dead Oceans,""
Kitchen Morning Melodies,2024-01-28,Back On 74,3:29,Jungle,Volcano,2023,Caiola Records,""
Kitchen Morning Melodies,2024-01-28,Libertalia,2:40,Arc De Soleil,Libertalia,2020,Epidemic Sound,""
Kitchen Morning Melodies,2024-01-28,Steely Dad,3:05,Drug Cabin,Wiggle Room,2015,401K Music Inc,""
Kitchen Morning Melodies,2024-01-28,Before It's Too Late,2:31,Bird and Byron,Before It's Too Late,2022,Valleywood Records,""
Kitchen Morning Melodies,2024-01-28,Running Away,3:15,Thee Sacred Souls,Running Away,2023,Penrose / Daptone Records,""
Kitchen Morning Melodies,2024-01-28,Charmed,2:38,"Î£tella, Redinho",Up and Away,2022,Sub Pop Records,""
Kitchen Morning Melodies,2024-01-28,Hell N Back,3:31,Bakar,NOW That's What I Call Music! Vol. 88,2023,NOW 88,""
Kitchen Morning Melodies,2024-01-28,The Smoke,3:39,The Smile,A Light for Attracting Attention,2022,XL Recordings,""
Kitchen Morning Melodies,2024-01-28,Scumways,3:28,Michael Nau,Some Twist,2017,Suicide Squeeze Records,""
Kitchen Morning Melodies,2024-01-28,Lou's Tune,1:42,"DARGZ, Moses Boyd",Lou's Tune,2021,Papercup Records,""
Kitchen Morning Melodies,2024-01-28,Idol Eyes,4:48,Common Saints,Idol Eyes,2020,Starsonics,""
Kitchen Morning Melodies,2024-01-28,Problemz,3:04,Jungle,Volcano,2023,Caiola Records,""
Kitchen Morning Melodies,2024-01-28,Mariella,5:10,"Khruangbin, Leon Bridges",Texas Moon,2022,Dead Oceans,""
Kitchen Morning Melodies,2024-01-28,Wonder,2:22,Fizzy Orange,Wonder,2021,Fizzy Orange,""
Kitchen Morning Melodies,2024-01-28,Star,4:08,Allah-Las,LAHS,2019,Mexican Summer,""
I Was Eleven,2024-01-28,Lego Ring,2:43,"Faye Webster, Lil Yachty",Lego Ring,2024,Secretly Canadian,""
I Was Eleven,2024-01-28,FlowerGirl,3:59,Rallye,FlowerGirl,2020,[PIAS],""
I Was Eleven,2024-01-28,take yr time,3:56,dad sports,take yr time,2024,Grand Jury Music,""
I Was Eleven,2024-01-28,Astral Plane,4:41,Say She She,Silver,2023,Karma Chief Records,""
I Was Eleven,2024-01-28,OMG,2:58,Suki Waterhouse,OMG,2024,Sub Pop Records,""
I Was Eleven,2024-01-28,Puppet,3:17,Dora Jar,Puppet,2023,Dora Jar PS/ Island,""
I Was Eleven,2024-01-28,Should I Call U Baby,3:59,Pi Ja Ma,Seule sous ma frange,2022,Bleepmachine,""
I Was Eleven,2024-01-28,Leah,4:20,Seeing Double,Leah//Don't Wait,2022,Cesar Dawg Records,""
I Was Eleven,2024-01-28,Lose My Head,2:30,Alice Phoebe Lou,Shelter,2023,Alice Phoebe Lou,""
I Was Eleven,2024-01-28,I am not the sun,3:33,Maude Latour,I am not the sun,2023,Warner Records,""
I Was Eleven,2024-01-28,Nothing Matters,3:01,The Last Dinner Party,Nothing Matters,2023,Universal-Island Records Ltd.,""
I Was Eleven,2024-01-28,Bug Like an Angel,3:32,Mitski,The Land Is Inhospitable and So Are We,2023,Dead Oceans,""
I Was Eleven,2024-01-28,"But Wait, There’s More",3:41,Ben Folds,What Matters Most,2023,New West Records,""
I Was Eleven,2024-01-28,L'Amour Looks Something Like You,2:28,Kate Bush,The Kick Inside,1978,Parlophone UK,""
I Was Eleven,2024-01-28,Synthetic World,3:25,Swamp Dogg,The Excellent Sides of Swamp Dogg Vol. 1,2008,S.D.E.G. Records,""
I Was Eleven,2024-01-28,Breathless,3:27,The Corrs,In Blue,2000,Atlantic Records,""
I Was Eleven,2024-01-28,Black Moon Rising,3:41,Black Pumas,Black Pumas,2019,ATO Records,""
I Was Eleven,2024-01-28,Call For Help,3:18,Pearly Drops,Call For Help,2020,FEF Corp.,""
I Was Eleven,2024-01-28,4Runner,3:49,Rostam,Changephobia,2021,Matsor Projects,""
I Was Eleven,2024-01-28,Soft Glow,3:31,Taletta,Soft Glow,2019,1273856 Records DK2,""
I Was Eleven,2024-01-28,Every Rose Has Its Thorn,4:20,Poison,Open Up And Say . . . Ahh!,1988,CAPITOL CATALOG MKT (C92),""
I Was Eleven,2024-01-28,Universally Speaking,4:16,Red Hot Chili Peppers,By the Way (Deluxe Edition),2002,Warner Records,""
I Was Eleven,2024-01-28,Midnight Rain,"",Taylor Swift,"","","",""
Exile in Cville,2024-01-28,Infinity Guitars,2:31,Sleigh Bells,Treats,2010,Mom + Pop Music/RCA Records,""
Exile in Cville,2024-01-28,Boyz,3:27,M.I.A.,Kala,2007,XL Recordings,""
Exile in Cville,2024-01-28,Dancing On My Own,4:46,Robyn,Dancing On My Own,2010,Interscope,""
Exile in Cville,2024-01-28,Where Does the Good Go,3:37,Tegan and Sara,So Jealous,2004,Vapor/Sire,""
Exile in Cville,2024-01-28,Modern Girl,3:01,Sleater-Kinney,The Woods,2005,Sub Pop Records,""
Exile in Cville,2024-01-28,I Feel It All,3:39,Feist,The Reminder,2007,Universal Music Division One Rec,""
Exile in Cville,2024-01-28,I Blame Myself,3:57,Sky Ferreira,"Night Time, My Time",2013,Capitol Records (CAP),""
Exile in Cville,2024-01-28,Sleepyhead,2:54,Passion Pit,Manners,2009,Columbia,""
Exile in Cville,2024-01-28,Bruises,4:01,Chairlift,Does You Inspire You,2008,Kanine,""
Exile in Cville,2024-01-28,Does He Love You?,5:13,Rilo Kiley,More Adventurous (U.S. Release),2004,Brute/Beaute/Warner Records,""
Exile in Cville,2024-01-28,On the Radio,3:20,Regina Spektor,Begin to Hope,2006,Sire,""
Exile in Cville,2024-01-28,Sprawl II (Mountains Beyond Mountains),5:25,Arcade Fire,The Suburbs (Deluxe),2010,Sony Music CG,""
Exile in Cville,2024-01-28,Such Great Heights - Remastered,4:26,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),2003,Sub Pop Records,""
Exile in Cville,2024-01-28,Believe Me Natalie,5:05,The Killers,Hot Fuss,2004,Island Records,""
Let's Rock Radio,2024-01-28,Falling,5:21,Julee Cruise,Floating Into The Night,1989,143/Warner Records,""
Let's Rock Radio,2024-01-28,"The Lonesome Border, Pt. 1",1:31,Dear Nora,Mountain Rock,2004,Dear Nora,""
Let's Rock Radio,2024-01-28,Awaiting You,5:28,Lalleshwari (Katie Jane Garside),Lullabies In A Glass Wilderness,2007,KJG,""
Let's Rock Radio,2024-01-28,Can't Go Wrong Without You,3:16,His Name Is Alive,Mouth By Mouth,1993,4AD,""
Let's Rock Radio,2024-01-28,I Wanna Love You,3:27,Jessica Lea Mayfield,Make My Head Singâ€¦,2014,ATO Records,""
Let's Rock Radio,2024-01-28,Make It Go Away,4:38,Barbara Manning,Super Scissors,2007,Rainfall Records,""
Let's Rock Radio,2024-01-28,Fed Up,1:48,Gouge Away,Burnt Sugar,2018,Deathwish Inc.,""
Let's Rock Radio,2024-01-28,Run,5:18,Flooding,Silhouette Machine,2023,Flooding,""
Let's Rock Radio,2024-01-28,Wish,2:29,Blind Girls,The Weight of Everything,2022,Blind Girls,""
Let's Rock Radio,2024-01-28,Go Away,3:09,Strawberry Switchblade,Make More Noise! Women In Independent Music UK 1977-1987,2020,Cherry Red Records,""
Let's Rock Radio,2024-01-28,Happy Birthday Wanda June,4:06,Strange Boutique,Charm,1993,1288248 Records DK,""
Let's Rock Radio,2024-01-28,Put Me Down,3:31,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",1993,Island Records,""
Let's Rock Radio,2024-01-28,Questions in a World of Blue,4:47,Julee Cruise,The Voice Of Love,1993,Warner Records,""
Let's Rock Radio,2024-01-28,"Drink, Dress, and Ink",2:32,His Name Is Alive,Mouth By Mouth,1993,4AD,""
Let's Rock Radio,2024-01-28,Lilith Song,4:06,Pretty Sick,Makes Me Sick Makes Me Smile,2022,Dirty Hit,""
Let's Rock Radio,2024-01-28,So Many Ways (feat. POiSON GiRL FRiEND),3:30,"Kiss Facility, POiSON GiRL FRiEND",So Many Ways (feat. POiSON GiRL FRiEND),2023,Kiss Facility,""
Let's Rock Radio,2024-01-28,Face in the Moon,4:45,Eartheater,Powders,2023,Chemical X,""
Let's Rock Radio,2024-01-28,Your Selfish Ways,3:07,Locust,Morning Light,1997,Apollo,""
Let's Rock Radio,2024-01-28,She Comes Out at Night,2:31,Saccharin,She Comes Out at Night,2023,Sweet Music,""
Let's Rock Radio,2024-01-28,Izzit True What They Tell Me,5:15,Ramona Lisa,Arcadia,2014,Mistletone,""
Let's Rock Radio,2024-01-28,Thetan,2:54,Single Gun Theory,"Flow, River Of My Soul",1994,Nettwerk Music Group,""
Let's Rock Radio,2024-01-28,About Her,4:49,Malcolm McLaren,Kill Bill Vol. 2 Original Soundtrack,2004,Maverick,""
Let's Rock Radio,2024-01-28,Forester,3:55,Pearly Drops,Call For Help,2020,FEF Corp.,""
Let's Rock Radio,2024-01-28,Brilliant Noise,2:13,Trementina,Almost Reach the Sun,2014,BYM Records,""
Let's Rock Radio,2024-01-28,I Love You Golden Blue,7:02,Sonic Youth,Sonic Nurse,2004,Geffen,""
Let's Rock Radio,2024-01-28,Fields of Hate,3:07,White Ring,Gate of Grief,2018,Rocket Girl,""
Let's Rock Radio,2024-01-28,coughing up amber,4:34,felicita,hej!,2018,PC Music,""
Let's Rock Radio,2024-01-28,Disintegration - Remastered,8:19,The Cure,Disintegration (Deluxe Edition),1989,UMC (Universal Music Catalogue),""
Evening Dance Masquerade,2024-01-28,1952 Vincent Black Lightning,4:43,Richard Thompson,Rumor And Sigh,1991,Capitol Nashville,""
Evening Dance Masquerade,2024-01-28,Bless the Telephone,1:40,Labi Siffre,The Singer & The Song,1971,Edsel,""
Evening Dance Masquerade,2024-01-28,Louisiana 1927 - 2002 Remaster,2:56,Randy Newman,Good Old Boys,1974,Rhino/Warner Records,""
Evening Dance Masquerade,2024-01-28,Once I Was,3:23,Tim Buckley,Goodbye And Hello,1967,Rhino/Elektra,""
Evening Dance Masquerade,2024-01-28,L'amour avec toi,3:07,Michel Polnareff,Love Me Please Love Me,1966,Universal Music Division Barclay,""
Evening Dance Masquerade,2024-01-28,Knockin - Single Version,3:23,MJ Lenderman,Knockin,2023,Anti/Epitaph,""
Evening Dance Masquerade,2024-01-28,Goodbye / Trouble,3:12,Greg Mendez,Greg Mendez,2023,Forged Artifacts,""
Evening Dance Masquerade,2024-01-28,St. Ides Heaven,3:00,Elliott Smith,Elliott Smith,1995,Kill Rock Stars,""
Evening Dance Masquerade,2024-01-28,Fast Car,4:56,Tracy Chapman,Tracy Chapman,1988,Elektra Records,""
